plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,vehicle_body_type,vehicle_year,latitude,longitude
KJG1008,NY,PAS,8821135500,2021-10-11,7,57A,FIRE HYDRANT,NA,115,0,0,0,115,0,046,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMVVSWHBPVkZWM1RVRTlQUT09&locationName=_____________________),Monday,2021,10,11,"N E 179th St ,  7ft W/of Anthony Ave , NY",4DSD,2017,40.8474742,-73.8913461
HMS5739,NY,PAS,8849386801,2021-09-11,7,41A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FOVVUVFJPYW1kM1RWRTlQUT09&locationName=_____________________),Saturday,2021,9,11,"94-04 75th St ,   , NY",SUBN,2017,40.6834,-73.864487
HMF7054,NY,PAS,8835291896,2021-07-08,14,06P,FIRE HYDRANT,NA,115,0,0,0,115,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNVVTVFZOVkdjMVRtYzlQUT09&locationName=_____________________),Thursday,2021,7,8,"N 48th Ave ,  30ft E/of 48th St , NY",SUBN,2019,40.7127753,-74.0059728
HWM1340,NY,PAS,8870224820,2021-07-12,8,25A,FIRE HYDRANT,NA,115,0,0,0,115,0,120,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMUVTWGxPUkdkNVRVRTlQUT09&locationName=_____________________),Monday,2021,7,12,"260 St Marys Ave ,   , NY",SUBN,2011,40.6123831,-74.0756562
FLB1552,NY,PAS,8751488760,2021-07-28,6,39A,FIRE HYDRANT,NA,115,0,0,0,115,0,112,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVVVFJQUkdNeVRVRTlQUT09&locationName=_____________________),Wednesday,2021,7,28,"102-41 63rd Ave ,   , NY",4DSD,2012,40.7342704,-73.8537355
JSC1594,NY,PAS,8751489922,2021-08-02,7,17A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVVVFJQVkd0NVRXYzlQUT09&locationName=_____________________),Monday,2021,8,2,"W 86th St ,  60ft N/of 101st Ave , NY",4DSD,2020,40.7876872,-73.9750135
JCS1915,NY,PAS,8830432593,2021-06-28,8,35A,FIRE HYDRANT,NA,115,0,0,0,0,115,123,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVWHBOYWxVMVRYYzlQUT09&locationName=_____________________),Monday,2021,6,28,"E Woodrow Rd ,  115ft S/of Row Pl , NY",SUBN,0,40.5451733,-74.1943825
KLU9025,NY,PAS,8830440838,2021-07-28,6,52A,FIRE HYDRANT,NA,115,0,0,0,30,85,121,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVVEJOUkdkNlQwRTlQUT09&locationName=_____________________),Wednesday,2021,7,28,"85 Comstock Ave ,   , NY",4DSD,2012,40.6187177,-74.1607644
JFA2805,NY,PAS,8830441594,2021-07-30,8,49A,FIRE HYDRANT,NA,115,0,0,0,0,115,123,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVVEJOVkZVMVRrRTlQUT09&locationName=_____________________),Friday,2021,7,30,"60 Blueberry Ln ,   , NY",SUBN,2018,40.5291931,-74.1600878
KKE3187,NY,PAS,8889373507,2021-08-27,13,29P,FIRE HYDRANT,NA,115,0,0,0,115,0,103,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVUVE5OZWxWM1RuYzlQUT09&locationName=_____________________),Friday,2021,8,27,"90-23 161st St ,   , NY",SUBN,2017,40.704881,-73.798666
KMK3905,NY,PAS,8889856154,2021-09-13,20,31P,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVaekZPYWtVeFRrRTlQUT09&locationName=_____________________),Monday,2021,9,13,"W 85th St ,  10ft S/of Northern B , NY",4DSD,2017,40.786653,-73.9746977
HKM6216,NY,PAS,8830826649,2021-07-03,9,44A,FIRE HYDRANT,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVaM2xPYWxrd1QxRTlQUT09&locationName=_____________________),Saturday,2021,7,3,"31-03 31st Ave ,   , NY",SUBN,2011,40.7644649,-73.9231511
HGJ5539,NY,PAS,8830836448,2021-09-27,8,43A,FIRE HYDRANT,NA,115,0,0,0,0,115,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVaM3BPYWxFd1QwRTlQUT09&locationName=_____________________),Monday,2021,9,27,"141-21 33rd Ave ,   , NY",SUBN,2012,40.7683011,-73.8260786
KKJ8379,NY,PAS,8851647483,2021-09-08,7,30A,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMVVXVEJPZWxFMFRYYzlQUT09&locationName=_____________________),Wednesday,2021,9,8,"29-17 12th St ,   , NY",SUBN,2021,40.771477,-73.930676
KRS9962,NY,PAS,8890884083,2021-08-20,17,52P,FIRE HYDRANT,NA,115,0,0,0,115,0,107,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaelJPUkVFMFRYYzlQUT09&locationName=_____________________),Friday,2021,8,20,"164-25 Goethals Ave ,   , NY",4DSD,2013,40.7196715,-73.8029311
GLV9806,NY,PAS,8836836781,2021-10-06,14,30P,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNXFaM3BPYW1NMFRWRTlQUT09&locationName=_____________________),Wednesday,2021,10,6,"35-51 81st St ,   , NY",SUBN,2021,40.7502214,-73.8850469
KNE5925,NY,PAS,8852546364,2021-10-18,11,06A,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMXFWVEJPYWsweVRrRTlQUT09&locationName=_____________________),Monday,2021,10,18,"W 55th St ,  7ft N/of 32nd Ave , NY",4DSD,2018,40.7660018,-73.985207
KGJ7132,NY,PAS,8842136920,2021-09-08,11,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,120,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMXFSWHBPYW10NVRVRTlQUT09&locationName=_____________________),Wednesday,2021,9,8,"74 Van Duzer St ,   , NY",SUBN,2018,40.6361142,-74.0774068
GNX8961,NY,PAS,8891672233,2021-09-21,11,15A,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMVVXVE5OYWtsNlRYYzlQUT09&locationName=_____________________),Tuesday,2021,9,21,"32-06 35th St ,   , NY",4DSD,2010,40.7602789,-73.9225143
KLW2888,NY,PAS,8831549789,2021-07-12,13,14P,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVWVEJQVkdNMFQxRTlQUT09&locationName=_____________________),Monday,2021,7,12,"N 47th Ave ,  25ft W/of 82nd St , NY",4DSD,2019,40.7412652,-73.9200177
DCM9413,NY,PAS,8829438741,2021-07-06,8,29A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOVVVWHBQUkdNd1RWRTlQUT09&locationName=_____________________),Tuesday,2021,7,6,"101-12 86th St ,   , NY",4DSD,1998,40.6816642,-73.8536109
JRC7253,NY,PAS,8831685910,2021-07-22,6,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,101,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFJPVkd0NFRVRTlQUT09&locationName=_____________________),Thursday,2021,7,22,"21-25 Nameoke St ,   , NY",4DSD,2004,40.607687,-73.753455
JLF1109,NY,PAS,8831687610,2021-07-27,6,47A,FIRE HYDRANT,NA,115,0,0,0,0,115,103,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFJPZWxsNFRVRTlQUT09&locationName=_____________________),Tuesday,2021,7,27,"N Shore Ave ,  10ft E/of Inwood St , NY",4DSD,1996,40.692151,-73.802463
JEH9241,NY,PAS,8831689836,2021-08-03,8,09A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFJQVkdkNlRtYzlQUT09&locationName=_____________________),Tuesday,2021,8,3,"490 Grandview Ave ,   , NY",2DSD,2004,40.7097016,-73.9079817
KNR8181,NY,PAS,8831692239,2021-08-25,7,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,103,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFZOYWtsNlQxRTlQUT09&locationName=_____________________),Wednesday,2021,8,25,"11216 148th St ,   , NY",PICK,1990,40.6865398,-73.796035
HWH8188,NY,PAS,8831692689,2021-08-30,8,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFZOYWxrMFQxRTlQUT09&locationName=_____________________),Monday,2021,8,30,"369 Eldert Ln ,   , NY",4DSD,2017,40.6821003,-73.8659108
KGJ9237,NY,PAS,8831694467,2021-09-15,6,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFZPUkZFeVRuYzlQUT09&locationName=_____________________),Wednesday,2021,9,15,"85-62 102nd St ,   , NY",SUBN,2018,40.6964925,-73.8462477
GJC5950,NY,PAS,8831695782,2021-09-27,6,42A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFZPVkdNMFRXYzlQUT09&locationName=_____________________),Monday,2021,9,27,"7634 85th Rd ,   , NY",SUBN,2018,40.6944299,-73.865275
JEB3354,NY,PAS,8829483084,2021-07-31,11,21A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOVVVVFJOZWtFMFRrRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"11598 Park Ln South ,   , NY",CONV,2008,40.7063792,-73.8376333
JCG4481,NY,PAS,8831698746,2021-10-11,8,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,106,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFZQUkdNd1RtYzlQUT09&locationName=_____________________),Monday,2021,10,11,"151-30 82nd St ,   , NY",4DSD,2008,40.6665967,-73.8525886
KFP8269,NY,PAS,8831699350,2021-10-13,7,06A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVXVFZQVkUweFRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,13,"E 86th St ,  65ft S/of 88th Ave , NY",SUBN,2011,40.7780641,-73.9521899
KNS9077,NY,PAS,8842572202,2021-10-02,5,41A,FIRE HYDRANT,NA,115,0,0,0,115,0,075,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMXFWVE5OYWtsM1RXYzlQUT09&locationName=_____________________),Saturday,2021,10,2,"611 Williams Ave ,   , NY",4DSD,2018,40.6607592,-73.8966439
KLF2484,NY,PAS,8831943996,2021-10-07,17,00P,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVhekJOZW1zMVRtYzlQUT09&locationName=_____________________),Thursday,2021,10,7,"91 Bruckner Blvd ,   , NY",SUBN,2008,40.8059207,-73.9245723
JBB6348,NY,PAS,8831972972,2021-09-08,13,48P,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVhek5OYW1zelRXYzlQUT09&locationName=_____________________),Wednesday,2021,9,8,"S Arnold Ave ,  5ft E/of 56th St , NY",SUBN,2018,40.7592474,-73.9672198
AFN2012,NY,PAS,8842818598,2021-10-21,6,45A,FIRE HYDRANT,NA,115,0,0,0,115,0,072,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMXFaM2hQUkZVMVQwRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"4121 7th Ave ,   , NY",SUBN,2020,40.6469384,-74.0008853
HAV1560,NY,PAS,8941933912,2021-07-26,6,48A,FIRE HYDRANT,NA,115,0,0,0,115,0,032,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVhM3BOZW10NFRXYzlQUT09&locationName=_____________________),Monday,2021,7,26,"2611 Frederick Douglass B ,   , NY",4DSD,2012,40.8192819,-73.9449142
KKG5193,NY,PAS,8850230825,2021-07-24,7,11A,FIRE HYDRANT,NA,115,0,0,0,115,0,101,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVTWHBOUkdkNVRsRTlQUT09&locationName=_____________________),Saturday,2021,7,24,"14-09 Gateway Blvd ,   , NY",4DSD,2002,40.6013679,-73.748774
GFV6437,NY,PAS,8830393460,2021-07-21,21,30P,FIRE HYDRANT,NA,115,0,0,0,115,0,106,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVUVFZOZWxFeVRVRTlQUT09&locationName=_____________________),Wednesday,2021,7,21,"11459 118th St ,   , NY",SUBN,2013,40.6769725,-73.8203199
JPJ8772,NY,PAS,8830441995,2021-07-31,9,42A,FIRE HYDRANT,NA,115,0,0,0,115,0,122,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVVEJOVkdzMVRsRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"7 Benton Ct ,   , NY",4DSD,2020,40.5582181,-74.1356948
631497,NY,PAS,8830442215,2021-07-31,24,21P,FIRE HYDRANT,NA,115,0,0,0,115,0,123,Staten Island,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVVEJOYWtsNFRsRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"561 Ramona Ave ,   , NY",SUBN,2019,40.5368512,-74.2045347
GNP6563,NY,PAS,8832484444,2021-07-14,6,12A,FIRE HYDRANT,NA,115,0,0,0,0,115,106,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMXFVVFJPUkZFd1RrRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"W 112th St ,  5ft N/of 107th Ave , NY",4DSD,2006,40.8023039,-73.9582698
HZZ4378,NY,PAS,8832507973,2021-08-24,7,28A,FIRE HYDRANT,NA,115,0,0,0,0,115,101,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMXFWWGRPZW1zelRYYzlQUT09&locationName=_____________________),Tuesday,2021,8,24,"E Neilson St ,  5ft N/of Dinsmore Av , NY",SUBN,2015,40.6054288,-73.7484321
KFM2650,NY,PAS,8832509726,2021-09-08,8,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMXFWWGRQVkdONVRtYzlQUT09&locationName=_____________________),Wednesday,2021,9,8,"62-01 65th St ,   , NY",4DSD,2017,40.7145856,-73.8968391
KPY5491,NY,PAS,8832518442,2021-10-13,7,28A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMXFWWGhQUkZFd1RXYzlQUT09&locationName=_____________________),Wednesday,2021,10,13,"64-18 65th Pl ,   , NY",4DSD,2019,40.7119259,-73.8952249
HSV3973,NY,PAS,8830827927,2021-07-12,9,13A,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVaM2xPZW10NVRuYzlQUT09&locationName=_____________________),Monday,2021,7,12,"42-04 Ditmars Blvd ,   , NY",4DSD,2017,40.7716056,-73.9045727
JGY6160,NY,PAS,8830830630,2021-07-31,9,17A,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVaM3BOUkZsNlRVRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"46-07 104th St ,   , NY",4DSD,2019,40.7462382,-73.859526
HHT1329,NY,PAS,8837042190,2021-09-29,7,32A,FIRE HYDRANT,NA,115,0,0,0,115,0,113,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNTZRVEJOYWtVMVRVRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"W 161st St ,  65ft S/of 134th Ave , NY",SUBN,2019,40.8351238,-73.9397827
628535,NY,PAS,8853596429,2021-07-29,6,32A,FIRE HYDRANT,NA,115,0,0,0,115,0,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMTZWVFZPYWxGNVQxRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"1059 Clay Ave ,   , NY",SUBN,2018,40.8290218,-73.9126976
JCM5999,NY,PAS,8853967020,2021-09-21,6,38A,FIRE HYDRANT,NA,115,0,0,0,115,0,062,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMTZhekpPZWtGNVRVRTlQUT09&locationName=_____________________),Tuesday,2021,9,21,"2161 77th St ,   , NY",SUBN,2010,40.6075904,-73.9891437
KRY7441,NY,PAS,8862677091,2021-09-10,11,51A,FIRE HYDRANT,NA,115,0,0,0,115,0,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFXVE5PZWtFMVRWRTlQUT09&locationName=_____________________),Friday,2021,9,10,"133-43 35th Ave ,   , NY",4DSD,2017,40.7642421,-73.8335575
KSM2626,NY,PAS,8854087397,2021-09-20,11,13A,FIRE HYDRANT,NA,115,0,0,0,115,0,106,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVRVFJPZWswMVRuYzlQUT09&locationName=_____________________),Monday,2021,9,20,"107-20 104th St ,   , NY",4DSD,2019,40.6800176,-73.8363123
JMA2091,NY,PAS,8833090814,2021-09-26,14,07P,FIRE HYDRANT,NA,115,0,0,0,0,115,106,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZRVFZOUkdkNFRrRTlQUT09&locationName=_____________________),Sunday,2021,9,26,"126-19 Liberty Ave ,   , NY",SUBN,2014,40.6889397,-73.8178634
JKN5115,NY,PAS,8837140836,2021-08-14,14,03P,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNTZSVEJOUkdkNlRtYzlQUT09&locationName=_____________________),Saturday,2021,8,14,"84-24 Jamaica Ave ,   , NY",SUBN,2019,40.6922611,-73.8599854
JBB2728,NY,PAS,8862649952,2021-08-13,21,51P,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMXFXVEJQVkdzeFRXYzlQUT09&locationName=_____________________),Friday,2021,8,13,"W 103rd St ,  3ft S/of 32nd Ave , NY",SUBN,2016,40.798503,-73.96712
JGG8394,NY,PAS,8895954373,2021-09-17,8,41A,FIRE HYDRANT,NA,115,0,0,0,115,0,006,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNVVhekZPUkUwelRYYzlQUT09&locationName=_____________________),Friday,2021,9,17,"632 Hudson St ,   , NY",SUBN,2012,40.7384446,-74.0052983
HWS9667,NY,PAS,8833338332,2021-07-02,5,53A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZUWHBQUkUxNlRXYzlQUT09&locationName=_____________________),Friday,2021,7,2,"450 E 169th St ,   , NY",SUBN,2018,40.8331528,-73.9068612
HZT7978,NY,PAS,8833340028,2021-07-10,6,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,042,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZUVEJOUkVGNVQwRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"681 E 170th St ,   , NY",SUBN,2012,40.8336728,-73.8975325
KHY6729,NY,PAS,8833342414,2021-07-14,6,44A,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZUVEJOYWxGNFRrRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"611 E 161st St ,   , NY",4DSD,2005,40.8221957,-73.9080193
GYB7334,NY,PAS,8833344642,2021-07-17,6,53A,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZUVEJPUkZrd1RXYzlQUT09&locationName=_____________________),Saturday,2021,7,17,"2975 Decatur Ave ,   , NY",2DSD,2015,40.8691081,-73.882894
JEJ1249,NY,PAS,8833345853,2021-07-28,6,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,048,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZUVEJPVkdjeFRYYzlQUT09&locationName=_____________________),Wednesday,2021,7,28,"600 E 181st St ,   , NY",SUBN,2009,40.8501873,-73.8907125
GYR1222,NY,PAS,8822379093,2021-09-29,15,02P,FIRE HYDRANT,NA,115,0,0,0,115,0,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMXFUVE5QVkVFMVRYYzlQUT09&locationName=_____________________),Wednesday,2021,9,29,"143-68 Franklin Ave ,   , NY",SUBN,2015,40.7582526,-73.8200164
HUJ3248,NY,PAS,8875062500,2021-09-10,8,23A,FIRE HYDRANT,NA,115,0,0,0,115,0,113,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVRVEpOYWxWM1RVRTlQUT09&locationName=_____________________),Friday,2021,9,10,"11528 159th St ,   , NY",4DSD,2015,40.6865525,-73.7863148
KGN1920,NY,PAS,8896313995,2021-09-16,5,45A,FIRE HYDRANT,NA,115,0,0,0,115,0,072,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFUWGhOZW1zMVRsRTlQUT09&locationName=_____________________),Thursday,2021,9,16,"477 58th St ,   , NY",PICK,2004,40.6409546,-74.0151704
KGX9285,NY,PAS,8833441088,2021-10-17,6,47A,FIRE HYDRANT,NA,115,0,0,0,5,110,019,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMTZVVEJOVkVFMFQwRTlQUT09&locationName=_____________________),Sunday,2021,10,17,"424 E 92nd St ,   , NY",4DSD,2019,40.7800496,-73.945603
