plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,latitude,longitude
KLH8831,NY,PAS,8903116318,2021-08-16,17,57P,VIN OBSCURED,NA,65,0,0,0,0,65,113,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMTZSWGhPYWsxNFQwRTlQUT09&locationName=_____________________),Monday,2021,8,16,"S 119th Rd ,  30ft W/of Long St , NY",40.679317,-73.787288
KSP7548,NY,PAS,8990578280,2021-10-10,11,24A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVWVE5QUkVrMFRVRTlQUT09&locationName=_____________________),Sunday,2021,10,10,"323 Putnam Ave ,   , NY",40.6843887,-73.9487714
JJZ6432,NY,PAS,8945071313,2021-07-13,10,06A,NO STANDING-COMM METER ZONE,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVRVE5OVkUxNFRYYzlQUT09&locationName=_____________________),Tuesday,2021,7,13,"220 E 65th St ,   , NY",40.7642638,-73.9626394
JLE5395,NY,PAS,8863931719,2021-10-02,24,40P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZhM3BOVkdONFQxRTlQUT09&locationName=_____________________),Saturday,2021,10,2,"359 Dongan Hills Ave ,   , NY",40.5832522,-74.0907537
JFN7676,NY,PAS,8949532890,2021-07-26,13,07P,FAIL TO DSPLY MUNI METER RECPT,NA,65,0,0,0,0,65,019,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVWWHBOYW1jMVRVRTlQUT09&locationName=_____________________),Monday,2021,7,26,"1621 2nd Ave ,   , NY",40.7768389,-73.9528586
JRD1070,NY,PAS,8858443720,2021-08-09,11,45A,EXPIRED MUNI METER,NA,35,0,0,0,0,35,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVVVEJOZW1ONVRVRTlQUT09&locationName=_____________________),Monday,2021,8,9,"30-98 Steinway St ,   , NY",40.7616091,-73.9171651
GXV4988,NY,PAS,8890677697,2021-10-05,11,10A,FRONT OR BACK PLATE MISSING,NA,65,0,0,65,0,0,102,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVXVE5PZWxrMVRuYzlQUT09&locationName=_____________________),Tuesday,2021,10,5,"8448 120th St ,   , NY",40.7032013,-73.8315656
KFZ4635,NY,PAS,8963330000,2021-10-08,10,21A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,046,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZUWHBOUkVGM1RVRTlQUT09&locationName=_____________________),Friday,2021,10,8,"N Elm Pl ,  100ft E/of E 187th S , NY",40.8568614,-73.8900169
HMV9682,NY,PAS,8810077374,2021-10-21,9,42A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFMUVRVE5PZWswelRrRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"30-94 44th St ,   , NY",40.760252,-73.9138683
KJJ6885,NY,PAS,8863332540,2021-07-17,6,44A,INSP STICKER-MUTILATED/C'FEIT,NA,65,0,0,0,0,65,113,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMTZUWHBOYWxVd1RVRTlQUT09&locationName=_____________________),Saturday,2021,7,17,"11720 Smith St ,   , NY",40.8572918,-73.0944041
KKE5371,NY,PAS,8839380929,2021-09-13,9,47A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,121,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOVVUVFJOUkd0NVQxRTlQUT09&locationName=_____________________),Monday,2021,9,13,"97 Heberton Ave ,   , NY",40.6376546,-74.1305336
JRR2689,NY,PAS,8951594490,2021-10-20,16,40P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMVVWVFZPUkZFMVRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,"150 Amsterdam Ave ,   , NY",40.7753903,-73.9843344
GPP8006,NY,PAS,8890827683,2021-09-15,15,21P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,043,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVaM2xPZWxrMFRYYzlQUT09&locationName=_____________________),Wednesday,2021,9,15,"W Soundview Ave ,  40ft S/of Pugsley Av , NY",40.8160422,-73.8605279
JCG1876,NY,PAS,8735698408,2021-07-08,7,41A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,106,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVrNVVXVFZQUkZGM1QwRTlQUT09&locationName=_____________________),Thursday,2021,7,8,"E 78th St ,  25ft S/of 156th Ave , NY",40.7729951,-73.9563487
HXC1799,NY,PAS,8828439208,2021-07-13,6,42A,NO MATCH-PLATE/STICKER,NA,65,0,0,0,0,65,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOUVVWHBQVkVsM1QwRTlQUT09&locationName=_____________________),Tuesday,2021,7,13,"1195 Anderson Ave ,   , NY",40.8371873,-73.9235948
KJL8191,NY,PAS,8868885335,2021-10-08,7,34A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,105,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rOUVaelJPVkUxNlRsRTlQUT09&locationName=_____________________),Friday,2021,10,8,"7517 217th St ,   , NY",40.7383682,-73.7557564
HMK1969,NY,PAS,8911044982,2021-09-12,9,53A,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,014,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMVVRVEJPUkdzMFRXYzlQUT09&locationName=_____________________),Sunday,2021,9,12,"33 E 33rd St ,   , NY",40.7468549,-73.9826224
EAS2188,NY,PAS,1131623472,2021-08-25,10,42A,NO STANDING-EXC. AUTH. VEHICLE,NA,95,0,0,0,0,95,103,Queens,OTHER/UNKNOWN AGENCIES,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSRmVrMVVXWGxOZWxFelRXYzlQUT09&locationName=_____________________),Wednesday,2021,8,25,"94-12 SUTPHIN BLVD ,   , NY",40.6986226,-73.8069035
GDR8499,NY,PAS,8978964722,2021-08-09,24,53P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,076,Brooklyn,TRAFFIC,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOUVhekpPUkdONVRXYzlQUT09&locationName=_____________________),Monday,2021,8,9,"295 Pacific St ,   , NY",40.6878302,-73.9887205
HBY6431,NY,PAS,8844738946,2021-06-29,8,36A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,112,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVZM3BQUkdzd1RtYzlQUT09&locationName=_____________________),Tuesday,2021,6,29,"N 62nd Dr ,  50ft E/of Queens Blv , NY",40.7343236,-73.8554623
HMM2494,NY,PAS,8974546553,2021-10-12,17,57P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,65,0,0,070,Brooklyn,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVWVEJPYWxVeFRYYzlQUT09&locationName=_____________________),Tuesday,2021,10,12,"644 Ocean Pky ,   , NY",40.6321926,-73.9725804
HTJ4379,NY,PAS,8912384107,2021-09-18,24,20P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,009,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFUVFJPUkVWM1RuYzlQUT09&locationName=_____________________),Saturday,2021,9,18,"302 Mott St ,   , NY",40.7248864,-73.9938611
JNV7122,NY,PAS,8991271959,2021-10-26,17,36P,FIRE HYDRANT,NA,115,0,0,0,0,115,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVTVE5OVkdzeFQxRTlQUT09&locationName=_____________________),Tuesday,2021,10,26,"670 Myrtle Ave ,   , NY",40.6942559,-73.9571857
JSD3589,NY,PAS,8822870979,2021-06-28,11,48A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMXFaek5OUkdzelQxRTlQUT09&locationName=_____________________),Monday,2021,6,28,"S Brooklyn Queens Expy ,  70ft W/of 27th Ave , NY",40.7176723,-73.9483963
HYU4004,NY,PAS,8786076814,2021-09-23,11,00A,EXPIRED MUNI METER,NA,35,0,0,0,0,35,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNXFRVE5PYW1kNFRrRTlQUT09&locationName=_____________________),Thursday,2021,9,23,"116-11 Myrtle Ave ,   , NY",40.7002887,-73.8333219
JLZ5720,NY,PAS,8987880850,2021-10-12,13,23P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,094,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZaelJOUkdjeFRVRTlQUT09&locationName=_____________________),Tuesday,2021,10,12,"W N 12th St ,  100ft S/of Bedford A , NY",40.7332244,-73.9911138
KGC5734,NY,PAS,8944883804,2021-09-10,8,24A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,028,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVaelJOZW1kM1RrRTlQUT09&locationName=_____________________),Friday,2021,9,10,"270 W 124th St ,   , NY",40.8092148,-73.9513607
JHK1062,NY,PAS,8839715289,2021-08-11,13,13P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOVVZM2hPVkVrMFQxRTlQUT09&locationName=_____________________),Wednesday,2021,8,11,"138-44 Queens Blvd ,   , NY",40.7076696,-73.8180607
KKZ9297,NY,PAS,8826234796,2021-08-24,7,32A,FIRE HYDRANT,NA,115,0,0,0,0,115,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNXFTWHBPUkdNMVRtYzlQUT09&locationName=_____________________),Tuesday,2021,8,24,"417A Monroe St ,   , NY",40.6867607,-73.9407677
KFE1783,NY,PAS,8859146136,2021-09-10,7,47A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,072,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOVVSVEJPYWtWNlRtYzlQUT09&locationName=_____________________),Friday,2021,9,10,"684 45th St ,   , NY",40.6453282,-74.0033133
JFH5371,NY,PAS,8967121568,2021-07-10,24,47P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,049,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZSWGxOVkZVeVQwRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"S Britton St ,  30ft E/of Bronx Park , NY",40.8666101,-73.8691575
KGL1633,NY,PAS,8991982086,2021-08-08,14,59P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVhelJOYWtFMFRtYzlQUT09&locationName=_____________________),Sunday,2021,8,8,"783 Pine St ,   , NY",40.6660501,-73.8684127
JHN1086,NY,PAS,8986468517,2021-09-14,15,49P,NO STANDING-BUS STOP,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFVVEpQUkZWNFRuYzlQUT09&locationName=_____________________),Tuesday,2021,9,14,"135-14 Northern Blvd ,   , NY",40.7625451,-73.8327414
JRY8081,NY,PAS,8892893956,2021-10-21,1,24A,FIRE HYDRANT,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMXFaelZOZW1zeFRtYzlQUT09&locationName=_____________________),Thursday,2021,10,21,"35-28 101st St ,   , NY",40.7534871,-73.8668422
GHN6522,NY,PAS,8976667062,2021-08-05,6,55A,FIRE HYDRANT,NA,115,0,0,0,0,115,062,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFXVEpPZWtFeVRXYzlQUT09&locationName=_____________________),Thursday,2021,8,5,"2064 Cropsey Ave ,   , NY",40.5986716,-74.0012149
GNN8329,NY,PAS,2003329365,2021-10-01,7,45A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,062,Brooklyn,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZUWGxQVkUweVRsRTlQUT09&locationName=_____________________),Friday,2021,10,1,"1732 BATH AVENUE ,   , NY",40.604453,-74.0075534
KLM5583,NY,PAS,8876963650,2021-10-14,9,01A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFhekpOZWxreFRVRTlQUT09&locationName=_____________________),Thursday,2021,10,14,"118 Arlington Ave ,   , NY",40.6798117,-73.8904428
HDL8728,NY,PAS,8766293029,2021-10-08,11,37A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,077,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rNXFTVFZOZWtGNVQxRTlQUT09&locationName=_____________________),Friday,2021,10,8,"619 St Johns Pl ,   , NY",40.6726207,-73.9576802
KHF2437,NY,PAS,8996897814,2021-09-28,0,50A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,060,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFaelZPZW1kNFRrRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,"N W 36th St ,  45ft E/of Surf Ave , NY",40.6533239,-74.002767
GFP3930,NY,PAS,8997226307,2021-07-21,23,15P,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNTZTWGxPYWsxM1RuYzlQUT09&locationName=_____________________),Wednesday,2021,7,21,"1629 49th St ,   , NY",40.6306557,-73.9845376
HUJ6627,NY,PAS,8991721588,2021-10-25,14,03P,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,088,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVZM2xOVkZVMFQwRTlQUT09&locationName=_____________________),Monday,2021,10,25,"516 Classon Ave ,   , NY",40.6824443,-73.9588667
KMX4797,NY,PAS,8904723528,2021-10-20,13,04P,NO STANDING-COMM METER ZONE,NA,115,0,0,0,0,115,013,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNUVZM2xOZWxWNVQwRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,"33 W 14th St ,   , NY",40.7369223,-73.9951466
HKB8729,NY,PAS,8854240904,2021-10-18,9,57A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVTVEJOUkd0M1RrRTlQUT09&locationName=_____________________),Monday,2021,10,18,"8 Grymes Hill Rd ,   , NY",40.6231749,-74.0888035
KHA5050,NY,PAS,2002950076,2021-07-16,24,30P,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,079,Brooklyn,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFhekZOUkVFelRtYzlQUT09&locationName=_____________________),Friday,2021,7,16,"882 DEKALB AVENUE ,   , NY",40.6923721,-73.9405875
JRS2908,NY,PAS,8829441170,2021-07-19,10,43A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOVVVVEJOVkVVelRVRTlQUT09&locationName=_____________________),Monday,2021,7,19,"E Centre St ,  0ft N/of Seneca Ave , NY",40.8085401,-74.1435407
KEK4791,NY,PAS,8961072407,2021-08-03,7,59A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,052,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVRVE5OYWxGM1RuYzlQUT09&locationName=_____________________),Tuesday,2021,8,3,"S E 211th St ,  60ft W/of Decatur Av , NY",40.7550396,-73.7699487
JJM2387,NY,PAS,8836823944,2021-07-14,18,41P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNXFaM2xOZW1zd1RrRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"10910 Northern Blvd ,   , NY",40.7576448,-73.859905
JHA3772,NY,PAS,8962303115,2021-10-21,5,59A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFUWGROZWtWNFRsRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"1017 Woodycrest Ave ,   , NY",40.8332346,-73.9278763
KMA4949,NY,PAS,1484623563,2021-08-22,5,20A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,60,0,019,Manhattan,OTHER/UNKNOWN AGENCIES,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVXWGxOZWxVeVRYYzlQUT09&locationName=_____________________),Sunday,2021,8,22,"480 MAIN ST ,   , NY",40.7594172,-73.951186
KES4780,NY,PAS,8844231591,2021-10-21,11,56A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,107,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVTWHBOVkZVMVRWRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"7116 Kissena Blvd ,   , NY",40.7293751,-73.8154967
JFP2892,NY,PAS,8831029071,2021-07-10,10,41A,FIRE HYDRANT,NA,115,0,0,0,0,115,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMVVRWGxQVkVFelRWRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"45 Fort Pl ,   , NY",40.642052,-74.080021
HXK1361,NY,PAS,8984033637,2021-07-17,13,37P,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,067,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVRWHBOZWxsNlRuYzlQUT09&locationName=_____________________),Saturday,2021,7,17,"1061 Nostrand Ave ,   , NY",40.6620933,-73.950574
HFY6409,NY,PAS,8961485891,2021-08-09,8,49A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,041,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVVVFJPVkdjMVRWRTlQUT09&locationName=_____________________),Monday,2021,8,9,"881 Rev James A Polite A ,   , NY",40.8199614,-73.8990799
HLA5518,NY,PAS,8996828865,2021-07-22,2,00A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,073,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFaM2xQUkdjeVRsRTlQUT09&locationName=_____________________),Thursday,2021,7,22,"E Saratoga Ave ,  15ft N/of Park Pl , NY",40.6725024,-73.916862
JPR7714,NY,PAS,8987978126,2021-09-24,15,55P,NON-COMPLIANCE W/ POSTED SIGN,NA,60,0,0,0,0,60,084,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZhek5QUkVWNVRtYzlQUT09&locationName=_____________________),Friday,2021,9,24,"157 Montague St ,   , NY",40.6945866,-73.992778
JJZ3338,NY,PAS,8967079461,2021-08-08,10,17A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,043,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZRVE5QVkZFeVRWRTlQUT09&locationName=_____________________),Sunday,2021,8,8,"1501 Commonwealth Ave ,   , NY",40.8380932,-73.8693574
HTW5961,NY,PAS,8973819574,2021-06-30,7,20A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,061,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZaM2hQVkZVelRrRTlQUT09&locationName=_____________________),Wednesday,2021,6,30,"0 Brighton Beach Lot ,   , NY",40.5780706,-73.9596565
KJM8113,NY,PAS,2002993907,2021-08-20,9,58A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,104,Queens,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFhelZOZW10M1RuYzlQUT09&locationName=_____________________),Friday,2021,8,20,"0 S/S of LINDEN STREET ,  5' E/O WOODWARD AVE , NY",40.6901674,-73.9228506
KEB9710,NY,PAS,8898338120,2021-08-24,24,05P,NO PARKING-DAY/TIME LIMITS,NA,65,0,0,0,0,65,005,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VOUVUWHBQUkVWNVRVRTlQUT09&locationName=_____________________),Tuesday,2021,8,24,"278 Mott St ,   , NY",40.7241341,-73.9942743
JCD5931,NY,PAS,8892881802,2021-08-23,20,43P,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,113,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMXFaelJOVkdkM1RXYzlQUT09&locationName=_____________________),Monday,2021,8,23,"163-29 130th Ave ,   , NY",40.6765548,-73.7759578
KKY6052,NY,PAS,8883061950,2021-09-28,11,45A,NO STANDING-BUS STOP,NA,115,0,0,0,0,115,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZRVEpOVkdzeFRVRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,"342 Bement Ave ,   , NY",40.6335151,-74.1122108
JAW4826,NY,PAS,4741629119,2021-07-21,14,56P,PHTO SCHOOL ZN SPEED VIOLATION,NA,50,25,0,0,75,0,000,Queens,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FMVVXWGxQVkVWNFQxRTlQUT09&locationName=_____________________),Wednesday,2021,7,21,"0 WB ASTORIA BLVD @ 31 ,  ST DR , NY",40.770061,-73.918365
KJC4617,NY,PAS,8963175650,2021-07-03,9,54A,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,052,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZSVE5PVkZreFRVRTlQUT09&locationName=_____________________),Saturday,2021,7,3,"2543 Webster Ave ,   , NY",40.8623894,-73.8910131
AMH3227,NY,PAS,8940094207,2021-08-20,21,30P,EXPIRED MUNI METER,NA,65,0,0,0,0,65,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMUVRVFZPUkVsM1RuYzlQUT09&locationName=_____________________),Friday,2021,8,20,"N W 50th St ,  50ft E/of 7th Ave , NY",40.7590703,-73.9784577
FRZ2929,NY,PAS,8832599867,2021-10-22,15,54P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,122,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMXFWVFZQVkdjeVRuYzlQUT09&locationName=_____________________),Friday,2021,10,22,"255 Mason Ave ,   , NY",40.5866265,-74.0872203
