plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,vehicle_body_type,vehicle_year,house_street,geo_nyc_address,google_address,new_url,coordinates,lat,long
KEK6991,NY,PAS,8921996084,2021-09-30,13,21P,FIRE HYDRANT,NA,115,0,0,0,0,115,001,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMVVhelZPYWtFMFRrRTlQUT09&locationName=_____________________),Thursday,2021,9,30,SUBN,2020,W Varick St,"28-04 31ST STREET, 10FT S/OF 3RD AVENUE, MANHATTAN","28-04 31st St,10ft S/of 3rd Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=28-04 31ST STREET, 10FT S/OF 3RD AVENUE, MANHATTAN&size=50",,40.768443,-73.920301
GFT4742,NY,PAS,8923921543,2021-07-17,7,33A,FIRE HYDRANT,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMTZhM2xOVkZVd1RYYzlQUT09&locationName=_____________________),Saturday,2021,7,17,SUBN,2012,499 Park Ave,"1695 SEWARD AVENUE, 75FT N/OF MARINE AVE,MANHATTAN","1695 Seward Ave,75ft N/of Marine Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1695 SEWARD AVENUE, 75FT N/OF MARINE AVE,MANHATTAN&size=50",,40.818864,-73.868428
HZH6004,NY,PAS,8926456778,2021-03-22,9,49A,FIRE HYDRANT,NA,115,0,0,0,0,115,017,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNXFVVEZPYW1NelQwRTlQUT09&locationName=_____________________),Monday,2021,3,22,NA,NA,NA,"600 E 156TH STREET, 40FT W/OF JENNINGS S,MANHATTAN","600 E 156th St,40ft W/of Jennings S,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=600 E 156TH STREET, 40FT W/OF JENNINGS S,MANHATTAN&size=50",,40.818661,-73.909367
EHG1959,NY,PAS,8926757808,2021-04-05,10,27A,FIRE HYDRANT,NA,115,0,0,0,115,0,018,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNXFZekZPZW1kM1QwRTlQUT09&locationName=_____________________),Monday,2021,4,5,NA,NA,NA,"3044 WESTCHESTER AVENUE, 200FT S/OF PARK AVE,MANHATTAN","3044 Westchester Ave,200ft S/of Park Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=3044 WESTCHESTER AVENUE, 200FT S/OF PARK AVE,MANHATTAN&size=50",,40.847794,-73.830941
KHB9856,NY,PAS,8927903407,2021-03-06,6,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,014,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNTZhM2ROZWxGM1RuYzlQUT09&locationName=_____________________),Saturday,2021,3,6,NA,NA,NA,"780 LEXINGTON AVENUE, 45FT N/OF NORTHERN B,MANHATTAN","780 Lexington Ave,45ft N/of Northern B,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=780 LEXINGTON AVENUE, 45FT N/OF NORTHERN B,MANHATTAN&size=50",,40.76327,-73.967673
KHT8391,NY,PAS,8929698505,2021-10-28,14,21P,FIRE HYDRANT,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVOVVXVFZQUkZWM1RsRTlQUT09&locationName=_____________________),Thursday,2021,10,28,NA,NA,NA,"354 W 11TH STREET, 10FT W/OF 6TH AVENUE, MANHATTAN","354 W 11th St,10ft W/of 6th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=354 W 11TH STREET, 10FT W/OF 6TH AVENUE, MANHATTAN&size=50",,40.735286,-74.008855
JCK4415,NY,PAS,8930288686,2021-10-27,13,44P,FIRE HYDRANT,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMUVTVFJQUkZrMFRtYzlQUT09&locationName=_____________________),Wednesday,2021,10,27,NA,NA,NA,"111-33 199TH STREET, 60FT N/OF BRONXDALE,MANHATTAN","111-33 199th St,60ft N/of Bronxdale,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=111-33 199TH STREET, 60FT N/OF BRONXDALE,MANHATTAN&size=50",,40.702987,-73.756754
KEP6690,NY,PAS,8930559736,2021-06-19,8,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,014,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMUVWVEZQVkdONlRtYzlQUT09&locationName=_____________________),Saturday,2021,6,19,NA,NA,NA,"25-15 STEINWAY STREET, ENMORE AVENUE, MANHATTAN","25-15 Steinway St,ENMORE AVE,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=25-15 STEINWAY STREET, ENMORE AVENUE, MANHATTAN&size=50",,40.767447,-73.911747
GVA9825,NY,PAS,8931073884,2021-07-24,14,08P,FIRE HYDRANT,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMVVRVE5OZW1jMFRrRTlQUT09&locationName=_____________________),Saturday,2021,7,24,SUBN,2013,460 Park Ave,"87-08 WOODHAVEN BOULEVARD, 20FT E/OF 5TH AVENUE, MANHATTAN","87-08 Woodhaven Blvd,20ft E/of 5th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=87-08 WOODHAVEN BOULEVARD, 20FT E/OF 5TH AVENUE, MANHATTAN&size=50",,40.693291,-73.852427
KJN7280,NY,PAS,8931571513,2021-06-23,8,18A,FIRE HYDRANT,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMVVWVE5OVkZWNFRYYzlQUT09&locationName=_____________________),Wednesday,2021,6,23,NA,NA,NA,"3580 WEBSTER AVENUE, 40FT E/OF WEBSTERAVENUE, MANHATTAN","3580 Webster Ave,40ft E/of Webster Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=3580 WEBSTER AVENUE, 40FT E/OF WEBSTERAVENUE, MANHATTAN&size=50",,40.881572,-73.870027
CUX4365,NY,PAS,8935509292,2021-04-13,9,20A,FIRE HYDRANT,NA,115,0,0,0,115,0,013,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNVVWWGRQVkVrMVRXYzlQUT09&locationName=_____________________),Tuesday,2021,4,13,NA,NA,NA,"390 NOSTRAND AVENUE,20FT S/OF JAMAICAAVENUE, MANHATTAN","390 NOSTRAND AVENUE,20ft S/of Jamaica Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=390 NOSTRAND AVENUE,20FT S/OF JAMAICAAVENUE, MANHATTAN&size=50",,40.685887,-73.951442
JLJ8294,NY,PAS,8938103675,2021-03-17,16,21P,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOUVSWGROZWxrelRsRTlQUT09&locationName=_____________________),Wednesday,2021,3,17,NA,NA,NA,"540 W 28TH STREET, 60FT N/OF W 63RD ST,MANHATTAN","540 W 28th St,60ft N/of W 63rd St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=540 W 28TH STREET, 60FT N/OF W 63RD ST,MANHATTAN&size=50",,40.751459,-74.003856
GKJ6374,NY,PAS,8938169870,2021-06-07,15,16P,FIRE HYDRANT,NA,115,0,0,0,0,115,094,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOUVSVEpQVkdjelRVRTlQUT09&locationName=_____________________),Monday,2021,6,7,NA,NA,NA,"123-24 135TH STREET, 15FT W/OF DEAN ST,BROOKLYN","123-24 135th St,15ft W/of Dean St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=123-24 135TH STREET, 15FT W/OF DEAN ST,BROOKLYN&size=50",,40.673779,-73.803828
HCT2621,NY,PAS,8939358958,2021-03-20,10,59A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOVVUVEZQUkdzeFQwRTlQUT09&locationName=_____________________),Saturday,2021,3,20,NA,NA,NA,"366 BARBEY STREET, TERMINAL B PARKING,MANHATTAN","366 Barbey St,TERMINAL B PARKING,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=366 BARBEY STREET, TERMINAL B PARKING,MANHATTAN&size=50",,40.673912,-73.887997
KNP2707,NY,PAS,8939708386,2021-07-27,14,40P,FIRE HYDRANT,NA,115,0,0,0,115,0,024,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrOVVZM2RQUkUwMFRtYzlQUT09&locationName=_____________________),Tuesday,2021,7,27,4DSD,2011,42 W 96th St,"707 ALLERTON AVENUE, 40FT W/OF MOTHER GAS,MANHATTAN","707 Allerton Ave,40ft W/of Mother Gas,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=707 ALLERTON AVENUE, 40FT W/OF MOTHER GAS,MANHATTAN&size=50",,40.865712,-73.866919
KDD1366,NY,PAS,8940992854,2021-10-09,1,07A,FIRE HYDRANT,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMUVhelZOYW1jeFRrRTlQUT09&locationName=_____________________),Saturday,2021,10,9,4DSD,2011,20-25 Crescent St,"145-47 157TH STREET, 40FT S/OF 31ST AVENUE, QUEENS","145-47 157th St,40ft S/of 31st Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=145-47 157TH STREET, 40FT S/OF 31ST AVENUE, QUEENS&size=50",,40.664008,-73.781059
HSL2721,NY,PAS,8941350645,2021-10-28,20,41P,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVUVEZOUkZrd1RsRTlQUT09&locationName=_____________________),Thursday,2021,10,28,NA,NA,NA,"301 E 29TH STREET, 1FT E/OF CRESCENT ST,MANHATTAN","301 E 29th St,1ft E/of Crescent St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=301 E 29TH STREET, 1FT E/OF CRESCENT ST,MANHATTAN&size=50",,40.741567,-73.977449
KJD7919,NY,PAS,8941625488,2021-06-15,9,14A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVXWGxPVkZFMFQwRTlQUT09&locationName=_____________________),Tuesday,2021,6,15,NA,NA,NA,"535 W 27TH STREET, 80FT W/OF LEFFERTS B,MANHATTAN","535 W 27th St,80ft W/of Lefferts B,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=535 W 27TH STREET, 80FT W/OF LEFFERTS B,MANHATTAN&size=50",,40.751173,-74.003684
KHV9190,NY,PAS,8941652170,2021-03-04,10,02A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVXVEZOYWtVelRVRTlQUT09&locationName=_____________________),Thursday,2021,3,4,NA,NA,NA,"330 3RD AVENUE, 120FT W/OF 150TH STREET, MANHATTAN","330 3rd Ave,120ft W/of 150th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=330 3RD AVENUE, 120FT W/OF 150TH STREET, MANHATTAN&size=50",,40.739798,-73.982771
KLF1675,NY,PAS,8941697682,2021-08-12,7,15A,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVXVFZPZWxrMFRXYzlQUT09&locationName=_____________________),Thursday,2021,8,12,CONV,2010,N W 151st St,"290 8TH AVENUE, 1FT N/OF BRUCKNERBOULEVARD, MANHATTAN","290 8th Ave,1ft N/of Bruckner Bl,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=290 8TH AVENUE, 1FT N/OF BRUCKNERBOULEVARD, MANHATTAN&size=50",,40.746226,-73.997395
KLF2946,NY,PAS,8941726244,2021-05-24,8,12A,FIRE HYDRANT,NA,115,0,0,0,115,0,023,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVZM2xPYWtrd1RrRTlQUT09&locationName=_____________________),Monday,2021,5,24,NA,NA,NA,"630 BROADWAY,45FT S/OF JAMAICAAVENUE, MANHATTAN","630 BROADWAY,45ft S/of Jamaica Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=630 BROADWAY,45FT S/OF JAMAICAAVENUE, MANHATTAN&size=50",,40.725907,-73.995784
KFV1840,NY,PAS,8941791546,2021-08-24,6,38A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVZelZOVkZVd1RtYzlQUT09&locationName=_____________________),Tuesday,2021,8,24,4DSD,2019,534 W 152nd St,"197 9TH AVENUE, 25FT S/OF 103RD AVE,MANHATTAN","197 9th Ave,25ft S/of 103rd Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=197 9TH AVENUE, 25FT S/OF 103RD AVE,MANHATTAN&size=50",,40.746147,-74.001956
KER2564,NY,PAS,8941824679,2021-05-23,6,59A,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVaM2xPUkZrelQxRTlQUT09&locationName=_____________________),Sunday,2021,5,23,NA,NA,NA,"381 PARK AVE SOUTH,50FT N/OF QUEENS BLV,MANHATTAN","381 Park Ave South,50ft N/of Queens Blv,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=381 PARK AVE SOUTH,50FT N/OF QUEENS BLV,MANHATTAN&size=50",,40.742343,-73.984126
KDW8533,NY,PAS,8941847709,2021-07-29,6,39A,FIRE HYDRANT,NA,115,0,0,0,0,115,033,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVaekJPZW1OM1QxRTlQUT09&locationName=_____________________),Thursday,2021,7,29,SUBN,2016,E Audubon Ave,"425 PARK AVE SOUTH,20FT E/OF BROADWAY,MANHATTAN","425 Park Ave South,20ft E/of Broadway,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=425 PARK AVE SOUTH,20FT E/OF BROADWAY,MANHATTAN&size=50",,40.743973,-73.983227
KGJ4630,NY,PAS,8941905977,2021-03-08,5,57A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVhM2RPVkdzelRuYzlQUT09&locationName=_____________________),Monday,2021,3,8,NA,NA,NA,"307 W 26TH STREET, 40FT W/OF HOWARD AVENUE, MANHATTAN","307 W 26th St,40ft W/of Howard Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=307 W 26TH STREET, 40FT W/OF HOWARD AVENUE, MANHATTAN&size=50",,40.747669,-73.99737
JSF5842,NY,PAS,8941943553,2021-08-27,6,08A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVhekJOZWxVeFRYYzlQUT09&locationName=_____________________),Friday,2021,8,27,4DSD,2017,539 W 179th St,"100 7TH AVENUE, 25FT N/OF 34TH AVE,MANHATTAN","100 7th Ave,25ft N/of 34th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=100 7TH AVENUE, 25FT N/OF 34TH AVE,MANHATTAN&size=50",,40.740167,-73.99886
KLE9031,NY,PAS,8942071594,2021-06-04,1,40A,FIRE HYDRANT,NA,115,0,0,115,0,0,023,Manhattan,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFRVE5OVkZVMVRrRTlQUT09&locationName=_____________________),Friday,2021,6,4,NA,NA,NA,"79-66 CALAMUS AVENUE, 25FT N/OF UNION TURN,MANHATTAN","79-66 Calamus Ave,25ft N/of Union Turn,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=79-66 CALAMUS AVENUE, 25FT N/OF UNION TURN,MANHATTAN&size=50",,40.733622,-73.88452
JKP9895,NY,PAS,8942186270,2021-06-28,6,23A,FIRE HYDRANT,NA,115,0,0,0,115,0,020,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFSVFJPYWtrelRVRTlQUT09&locationName=_____________________),Monday,2021,6,28,4DSD,2013,S W 85th St,"1410 YORK AVENUE, 65FT E/OF JAY STREET, MANHATTAN","1410 York Ave,65ft E/of Jay St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1410 YORK AVENUE, 65FT E/OF JAY STREET, MANHATTAN&size=50",,40.7685,-73.952131
JER3369,NY,PAS,8942193997,2021-08-03,6,01A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFSVFZOZW1zMVRuYzlQUT09&locationName=_____________________),Tuesday,2021,8,3,4DSD,2015,19 Dongan Pl,"58 BETHUNE STREET, 15FT W/OF SEDDON ST,MANHATTAN","58 Bethune St,15ft W/of Seddon St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=58 BETHUNE STREET, 15FT W/OF SEDDON ST,MANHATTAN&size=50",,40.737108,-74.008694
GUY5238,NY,PAS,8942202457,2021-03-03,7,02A,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFTWGROYWxFeFRuYzlQUT09&locationName=_____________________),Wednesday,2021,3,3,NA,NA,NA,"196 STANTON STREET, 30FT W/OF LITTLE WES,MANHATTAN","196 Stanton St,30ft W/of Little Wes,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=196 STANTON STREET, 30FT W/OF LITTLE WES,MANHATTAN&size=50",,40.720003,-73.982998
KGH9148,NY,PAS,8942459523,2021-04-07,6,22A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFVVEZQVkZWNVRYYzlQUT09&locationName=_____________________),Wednesday,2021,4,7,NA,NA,NA,"56 LISPENARD STREET, 75FT W/OF MERRICKBOULEVARD, MANHATTAN","56 Lispenard St,75ft W/of Merrick Bl,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=56 LISPENARD STREET, 75FT W/OF MERRICKBOULEVARD, MANHATTAN&size=50",,40.719406,-74.003019
HMM4080,NY,PAS,8942461621,2021-04-20,8,52A,FIRE HYDRANT,NA,115,0,0,0,115,0,023,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFVVEpOVkZsNVRWRTlQUT09&locationName=_____________________),Tuesday,2021,4,20,NA,NA,NA,"155-26 BRIDGETON STREET, 60' S/O EAST 165 ST,MANHATTAN","155-26 BRIDGETON ST,60' S/O EAST 165 ST,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=155-26 BRIDGETON STREET, 60' S/O EAST 165 ST,MANHATTAN&size=50",,40.664864,-73.83659
JNX9274,NY,PAS,8942619344,2021-06-12,9,06A,FIRE HYDRANT,NA,115,0,0,0,0,115,033,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFXWGhQVkUwd1RrRTlQUT09&locationName=_____________________),Saturday,2021,6,12,NA,NA,NA,"2327 SOUTHERN BOULEVARD, BON AVENUE, MANHATTAN","2327 Southern Blvd,BON AVE,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2327 SOUTHERN BOULEVARD, BON AVENUE, MANHATTAN&size=50",,40.851784,-73.882647
CRF2588,NY,PAS,8942662778,2021-06-12,10,00A,FIRE HYDRANT,NA,115,0,0,0,115,0,019,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFXVEpOYW1NelQwRTlQUT09&locationName=_____________________),Saturday,2021,6,12,NA,NA,NA,"1039 38TH STREET, 15FT W/OF GRAHAM AVENUE, MANHATTAN","1039 38th St,15ft W/of Graham Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1039 38TH STREET, 15FT W/OF GRAHAM AVENUE, MANHATTAN&size=50",,40.644719,-73.99108
KJA4674,NY,PAS,8942916946,2021-06-14,8,36A,FIRE HYDRANT,NA,115,0,0,0,0,115,023,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFhM2hPYW1zd1RtYzlQUT09&locationName=_____________________),Monday,2021,6,14,NA,NA,NA,"153 AVENUE A,3FT N/OF LIBERTY AVENUE, MANHATTAN","153 Avenue A,3ft N/of Liberty Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=153 AVENUE A,3FT N/OF LIBERTY AVENUE, MANHATTAN&size=50",,40.727699,-73.9826
JNF6152,NY,PAS,8943163861,2021-05-01,6,31A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZSVEpOZW1jeVRWRTlQUT09&locationName=_____________________),Saturday,2021,5,1,NA,NA,NA,"41 COOPER SQ,30FT W/OF 20TH AVENUE, MANHATTAN","41 Cooper Sq,30ft W/of 20th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=41 COOPER SQ,30FT W/OF 20TH AVENUE, MANHATTAN&size=50",,40.728505,-73.990256
KMG9898,NY,PAS,8943320450,2021-08-18,9,14A,FIRE HYDRANT,NA,115,0,0,0,0,115,025,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZUWGxOUkZFeFRVRTlQUT09&locationName=_____________________),Wednesday,2021,8,18,4DSD,2009,32 E 130th St,"71 MULBERRY STREET, 85FT E/OF MATTHEWSON,MANHATTAN","71 Mulberry St,85ft E/of Matthewson,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=71 MULBERRY STREET, 85FT E/OF MATTHEWSON,MANHATTAN&size=50",,40.71614,-73.999403
BVW6090,NY,PAS,8943358167,2021-05-19,11,03A,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZUVEZQUkVVeVRuYzlQUT09&locationName=_____________________),Wednesday,2021,5,19,NA,NA,NA,"521 BROOME STREET, 10FT W/OF 149TH ST,MANHATTAN","521 Broome St,10ft W/of 149th St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=521 BROOME STREET, 10FT W/OF 149TH ST,MANHATTAN&size=50",,40.723677,-74.003997
KHT5907,NY,PAS,8943406435,2021-03-06,11,52A,FIRE HYDRANT,NA,115,0,0,0,0,115,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZVWGRPYWxGNlRsRTlQUT09&locationName=_____________________),Saturday,2021,3,6,NA,NA,NA,"85-50 FOREST PARKWAY, 60FT S/OF 57TH AVENUE, MANHATTAN","85-50 Forest Pky,60ft S/of 57th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=85-50 FOREST PARKWAY, 60FT S/OF 57TH AVENUE, MANHATTAN&size=50",,40.69406,-73.862062
HCR1198,NY,PAS,8943728505,2021-08-18,7,58A,FIRE HYDRANT,NA,115,0,0,0,0,115,020,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZZM2xQUkZWM1RsRTlQUT09&locationName=_____________________),Wednesday,2021,8,18,SUBN,2015,N W 84th St,"87-21 124TH STREET, (E/B) @ 173RD ST,MANHATTAN","87-21 124th St,(E/B) @ 173RD ST,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=87-21 124TH STREET, (E/B) @ 173RD ST,MANHATTAN&size=50",,40.700242,-73.826005
JCU6674,NY,PAS,8943859612,2021-05-07,7,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZaekZQVkZsNFRXYzlQUT09&locationName=_____________________),Friday,2021,5,7,NA,NA,NA,"E 149TH STREET, 35FT N/OF WYCKOFFAVENUE, MANHATTAN","E 149th St,35ft N/of Wyckoff Av,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=E 149TH STREET, 35FT N/OF WYCKOFFAVENUE, MANHATTAN&size=50",,40.738645,-73.98424
