"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"JPS6799","NY","PAS",8917573332,"07/06/2021","08:46A","NO PARKING-DAY/TIME LIMITS",NA,65,0,0,0,0,65,"006","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZWVE5OZWsxNlRXYzlQUT09&locationName=_____________________)"
"KEM9135","NY","PAS",8987429180,"05/04/2021","08:54A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,115,0,"075","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZVWGxQVkVVMFRVRTlQUT09&locationName=_____________________)"
"JJE1779","NY","PAS",8987492084,"07/08/2021","09:33A","NO PARKING-STREET CLEANING",NA,65,0,0,0,65,0,"083","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZVVFZOYWtFMFRrRTlQUT09&locationName=_____________________)"
"KDW6974","NY","PAS",8853346670,"09/02/2021","08:20A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"115","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMTZUVEJPYWxrelRVRTlQUT09&locationName=_____________________)"
"HZS5884","NY","PAS",1480243930,"01/14/2021","08:09A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"023","NY","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMUVTVEJOZW10NlRVRTlQUT09&locationName=_____________________)"
"KDT9701","NY","PAS",8976201796,"03/11/2021","10:09A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"078","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFTWGROVkdNMVRtYzlQUT09&locationName=_____________________)"
"HML7806","NY","PAS",8870615080,"02/27/2021","12:54P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMUVXWGhPVkVFMFRVRTlQUT09&locationName=_____________________)"
"FXL1266","NY","PAS",8897027313,"09/15/2021","12:09P","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,0,65,0,"005","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNTZRWGxPZWsxNFRYYzlQUT09&locationName=_____________________)"
"JNC4177","NY","PAS",4740218860,"07/16/2021","11:52A","PHTO SCHOOL ZN SPEED VIOLATION",NA,50,0,0,0,50,0,"000","BX","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FMUVTWGhQUkdjeVRVRTlQUT09&locationName=_____________________)"
"ERJ9426","NY","PAS",8961513199,"09/15/2021","07:13A","FIRE HYDRANT",NA,115,0,0,0,0,115,"046","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVWWGhOZWtVMVQxRTlQUT09&locationName=_____________________)"
"KJM2249","NY","PAS",8978317017,"08/11/2021","01:53P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,35,0,"061","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOUVUWGhPZWtGNFRuYzlQUT09&locationName=_____________________)"
"KHA4837","NY","PAS",4019952280,"10/06/2021","04:04P","BUS LANE VIOLATION",NA,50,0,0,50,0,0,"000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVFOVVhekZOYWtrMFRVRTlQUT09&locationName=_____________________)"
"JRC6914","NY","PAS",8827894354,"05/07/2021","11:32A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"103","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNTZaelZPUkUweFRrRTlQUT09&locationName=_____________________)"
"JNK5927","NY","PAS",1477851653,"03/25/2021","08:55P","FIRE HYDRANT",NA,115,0,0,0,0,115,"104","Q","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNTZaekZOVkZreFRYYzlQUT09&locationName=_____________________)"
"HFB1733","NY","PAS",8981482123,"11/01/2021","12:38P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"062","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMVVVVFJOYWtWNVRYYzlQUT09&locationName=_____________________)"
"CWX3697","NY","PAS",2003826257,"10/09/2021","08:15A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"094","Kings","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZaM2xPYWtreFRuYzlQUT09&locationName=_____________________)"
"HKB1332","NY","PAS",8962839040,"10/15/2021","10:28A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"041","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMXFaM3BQVkVFd1RVRTlQUT09&locationName=_____________________)"
"JME2081","NY","PAS",8801199661,"07/08/2021","06:53A","FIRE HYDRANT",NA,115,0,0,0,0,115,"102","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwMVVSVFZQVkZreVRWRTlQUT09&locationName=_____________________)"
"GCE9595","NY","PAS",8944468280,"06/26/2021","08:33A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"034","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVVVEpQUkVrMFRVRTlQUT09&locationName=_____________________)"
"KGP2130","NY","PAS",2001188602,"05/01/2021","08:12A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"063","Kings","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMVVSVFJQUkZsM1RXYzlQUT09&locationName=_____________________)"
"JLN9880","NY","PAS",8854476810,"06/26/2021","06:34A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"105","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVVVE5PYW1kNFRVRTlQUT09&locationName=_____________________)"
"KRZ8578","NY","PAS",8889551045,"10/20/2021","03:44P","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"046","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVWVEZOVkVFd1RsRTlQUT09&locationName=_____________________)"
"HFP6344","NY","PAS",8992794400,"09/30/2021","03:08P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"083","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFZelZPUkZGM1RVRTlQUT09&locationName=_____________________)"
"KJA6804","NY","PAS",4741879185,"07/26/2021","09:21P","PHTO SCHOOL ZN SPEED VIOLATION",NA,50,25,0,0,0,75,"000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FMVVaek5QVkVVMFRsRTlQUT09&locationName=_____________________)"
"JBX6355","NY","PAS",8977868397,"10/18/2021","02:30P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"071","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZaekpQUkUwMVRuYzlQUT09&locationName=_____________________)"
"KDJ5503","NY","PAS",8794766629,"01/15/2021","07:35A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"017","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNUVZekpPYWxsNVQxRTlQUT09&locationName=_____________________)"
"JGH3425","NY","PAS",2003412396,"09/23/2021","09:55A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"083","Kings","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZVWGhOYWswMVRtYzlQUT09&locationName=_____________________)"
"HXH1586","NY","PAS",8964092727,"10/22/2021","04:16P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"047","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVRVFZOYW1ONVRuYzlQUT09&locationName=_____________________)"
"KDD1079","NY","PAS",8987626398,"09/24/2021","11:45A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZXWGxPYWswMVQwRTlQUT09&locationName=_____________________)"
"KJW3134","NY","PAS",8874063003,"01/22/2021","05:59A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"032","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNUVRVEpOZWtGM1RYYzlQUT09&locationName=_____________________)"
"KLF8201","NY","PAS",8883971541,"05/29/2021","09:06A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"120","R","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZhek5OVkZVd1RWRTlQUT09&locationName=_____________________)"
"KNC3440","NY","PAS",8921822963,"06/25/2021","04:48P","EXPIRED MUNI METER",NA,65,0,0,65,0,0,"009","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMVVaM2xOYW1zeVRYYzlQUT09&locationName=_____________________)"
"KHR4501","NY","PAS",8964017304,"05/28/2021","11:52A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"048","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVRWGhPZWsxM1RrRTlQUT09&locationName=_____________________)"
"JMK5203","NY","PAS",8959705895,"06/15/2021","05:42A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"052","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVZM2RPVkdjMVRsRTlQUT09&locationName=_____________________)"
"GXX2015","NY","PAS",8920961487,"08/22/2021","09:33A","NO PARKING-DAY/TIME LIMITS",NA,65,0,0,0,65,0,"001","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMUVhekpOVkZFMFRuYzlQUT09&locationName=_____________________)"
"JFJ9750","NY","PAS",8910344908,"10/22/2021","06:10A","NO STANDING-COMM METER ZONE",NA,115,0,0,0,0,115,"010","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMUVUVEJPUkd0M1QwRTlQUT09&locationName=_____________________)"
"KHN7590","NY","PAS",8877011063,"10/04/2021","05:53A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"070","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNTZRWGhOVkVFeVRYYzlQUT09&locationName=_____________________)"
"KNU1942","NY","PAS",8987941504,"10/25/2021","08:39A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"083","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZhekJOVkZWM1RrRTlQUT09&locationName=_____________________)"
"JMJ3900","NY","PAS",8993367267,"08/16/2021","03:22P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"083","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMTZUVEpPZWtreVRuYzlQUT09&locationName=_____________________)"
"JRD1635","NY","PAS",8960450510,"10/01/2021","10:14A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"048","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMUVVVEZOUkZWNFRVRTlQUT09&locationName=_____________________)"
"KLC4410","NY","PAS",8909992293,"08/10/2021","02:19P","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,0,0,65,"013","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwOVVhelZOYWtrMVRYYzlQUT09&locationName=_____________________)"
"HRU2710","NY","PAS",8897805735,"07/19/2021","08:26A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"006","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNTZaM2RPVkdONlRsRTlQUT09&locationName=_____________________)"
"HNB7432","NY","PAS",8851056274,"01/22/2021","01:50P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"100","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMVVRVEZPYWtrelRrRTlQUT09&locationName=_____________________)"
"KLE2677","NY","PAS",8967591287,"10/19/2021","03:08P","WRONG WAY",NA,45,0,0,45,0,0,"040","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZWVFZOVkVrMFRuYzlQUT09&locationName=_____________________)"
"GRE6381","NY","PAS",8989458377,"04/22/2021","09:38A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVVVEZQUkUwelRuYzlQUT09&locationName=_____________________)"
"HDF3966","NY","PAS",8724092599,"02/26/2021","02:46P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"067","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVNUVRVFZOYWxVMVQxRTlQUT09&locationName=_____________________)"
"JGN4950","NY","PAS",8947823958,"07/06/2021","12:45P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZaM2xOZW1zeFQwRTlQUT09&locationName=_____________________)"
"KKW6018","NY","PAS",8839376513,"07/23/2021","08:03A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"120","R","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOVVUVE5PYWxWNFRYYzlQUT09&locationName=_____________________)"
"KKR3804","NY","PAS",8866199280,"10/23/2021","09:22A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"102","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNXFSVFZQVkVrMFRVRTlQUT09&locationName=_____________________)"
"GHS5161","NY","PAS",8835289660,"06/24/2021","02:16P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"108","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNVVTVFJQVkZreVRVRTlQUT09&locationName=_____________________)"
"JBB6455","NY","PAS",8859188969,"02/16/2021","04:38P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"094","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOVVSVFJQUkdzeVQxRTlQUT09&locationName=_____________________)"
"JNT5541","NY","PAS",8815547538,"03/11/2021","08:10A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"122","R","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFNVVWVEJPZWxWNlQwRTlQUT09&locationName=_____________________)"
"JCP1001","NY","PAS",8864900860,"01/05/2021","10:13A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"121","R","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVhM2ROUkdjeVRVRTlQUT09&locationName=_____________________)"
"KKM5794","NY","PAS",8944164587,"06/01/2021","07:12A","NO PARKING-DAY/TIME LIMITS",NA,65,0,0,0,0,65,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVSVEpPUkZVMFRuYzlQUT09&locationName=_____________________)"
"GYA1726","NY","PAS",2002336775,"06/24/2021","12:28P","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"042","Bronx","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFUWHBPYW1NelRsRTlQUT09&locationName=_____________________)"
"HZV9588","NY","PAS",8828180298,"08/16/2021","04:31P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"120","R","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOUVSVFJOUkVrMVQwRTlQUT09&locationName=_____________________)"
"EVM9884","NY","PAS",8984207159,"06/25/2021","04:11P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"071","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVTWGRPZWtVeFQxRTlQUT09&locationName=_____________________)"
"HMJ6596","NY","PAS",8858896464,"01/14/2021","10:05A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"081","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVaelZPYWxFeVRrRTlQUT09&locationName=_____________________)"
"KJF2880","NY","PAS",8890656189,"04/19/2021","01:10P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"106","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVXVEZPYWtVMFQxRTlQUT09&locationName=_____________________)"
"HMN1715","NY","PAS",8972779982,"09/16/2021","09:10A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"062","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFZek5QVkdzMFRXYzlQUT09&locationName=_____________________)"
"JLE5911","NY","PAS",8860382038,"01/05/2021","09:51A","FIRE HYDRANT",NA,115,0,0,0,0,115,"066","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMUVUVFJOYWtGNlQwRTlQUT09&locationName=_____________________)"
"HMF8112","NY","PAS",8978314466,"07/16/2021","04:22P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"063","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOUVUWGhPUkZFeVRtYzlQUT09&locationName=_____________________)"
"HSZ6078","NY","PAS",8980829115,"08/02/2021","11:58A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"070","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMUVaM2xQVkVWNFRsRTlQUT09&locationName=_____________________)"
"HPB6821","NY","PAS",8854729565,"10/07/2021","08:22A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"025","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVZM2xQVkZVeVRsRTlQUT09&locationName=_____________________)"
"JPG7373","NY","PAS",8966973784,"08/06/2021","02:21P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"040","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNXFhek5OZW1NMFRrRTlQUT09&locationName=_____________________)"
"KGW1264","NY","PAS",8979506818,"03/24/2021","06:50A","FRONT OR BACK PLATE MISSING",NA,65,0,0,65,0,0,"072","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVWWGRPYW1kNFQwRTlQUT09&locationName=_____________________)"
"JCS4895","NY","PAS",8819992383,"08/02/2021","08:07A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,60,0,"109","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVhelZOYWswMFRYYzlQUT09&locationName=_____________________)"
"HRS8518","NY","PAS",8782923565,"01/20/2021","10:03A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"068","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMXFhM2xOZWxVeVRsRTlQUT09&locationName=_____________________)"
"KPM2939","NY","PAS",8896315414,"09/22/2021","01:06A","SAFETY ZONE",NA,115,0,0,0,0,115,"069","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFUWGhPVkZGNFRrRTlQUT09&locationName=_____________________)"
"GMD2793","NY","PAS",2001506030,"05/05/2021","11:53A","NO PARKING-STREET CLEANING",NA,65,0,0,0,65,0,"068","Kings","DEPARTMENT OF SANITATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMVVWWGRPYWtGNlRVRTlQUT09&locationName=_____________________)"
"HFH3586","NY","PAS",8947333761,"08/21/2021","11:38A","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,0,0,65,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZUWHBOZW1NeVRWRTlQUT09&locationName=_____________________)"
"JHF9246","NY","PAS",8996813667,"05/06/2021","10:22P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"084","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFaM2hOZWxreVRuYzlQUT09&locationName=_____________________)"
"JMG6195","NY","PAS",8825030885,"01/19/2021","11:38A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"049","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVNVVRWHBOUkdjMFRsRTlQUT09&locationName=_____________________)"
"KDE8198","NY","PAS",8866373035,"05/18/2021","06:51A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"104","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNXFUVE5OZWtGNlRsRTlQUT09&locationName=_____________________)"
"JML3613","NY","PAS",8981840416,"10/05/2021","01:48P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,35,0,"068","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMVVaekJOUkZGNFRtYzlQUT09&locationName=_____________________)"
"JNW4541","NY","PAS",8974856530,"04/08/2021","12:57P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"072","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVaekZPYWxWNlRVRTlQUT09&locationName=_____________________)"
"KLD9264","NY","PAS",8940852059,"07/09/2021","05:35P","EXPIRED MUNI METER",NA,35,0,0,0,0,35,"109","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMUVaekZOYWtFeFQxRTlQUT09&locationName=_____________________)"
"JLT1617","NY","PAS",8814491306,"06/25/2021","11:40A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"114","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFNUVVVFZOVkUxM1RtYzlQUT09&locationName=_____________________)"
"KJD3710","NY","PAS",8948284101,"09/04/2021","01:20P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"024","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOUVTVFJPUkVWM1RWRTlQUT09&locationName=_____________________)"
"JNA4770","NY","PAS",8868280735,"10/14/2021","09:32A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"052","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rOUVTVFJOUkdONlRsRTlQUT09&locationName=_____________________)"
"HNB2183","NY","PAS",8947797145,"10/26/2021","11:09A","NO STANDING-COMM METER ZONE",NA,115,0,0,0,115,0,"024","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZZelZPZWtVd1RsRTlQUT09&locationName=_____________________)"
